Position data for MD simulation
4705 1 24.014392 25.915337 24.771128
4706 1 24.12191 23.980223 26.046707
4707 2 23.73825 25.943157 27.204002
4708 1 23.800075 27.909088 23.156695
4709 1 21.894929 20.235173 24.392823
4710 1 24.055334 28.101218 25.964394
4711 1 25.807871 29.661928 25.903365
4712 1 29.948178 29.67898 25.825499
4713 1 27.949469 28.158952 22.895982
4714 2 27.865521 26.240813 27.215146
4715 1 25.931001 22.261746 23.09874
4716 2 26.003601 24.486139 24.158289
4717 1 25.976073 22.147115 25.883085
4718 2 25.934201 23.790601 27.582766
4719 1 28.078071 24.055667 22.986027
4720 1 26.079119 26.12112 22.6999
4721 2 25.676109 27.930144 24.524857
4722 1 25.867009 26.109709 26.273758
4723 2 25.766625 28.039071 27.841264
4724 1 29.779222 22.121737 23.003102
4725 2 29.911172 24.340628 24.549238
4726 2 28.055025 22.041265 24.567831
4727 1 28.13035 22.221977 27.265413
4728 2 21.506932 27.847883 21.567065
4729 2 21.949916 24.048571 21.57552
4730 2 25.946893 20.114569 21.804614
4731 1 27.951432 28.163359 28.653269
4732 2 20.060159 25.630987 24.240631
4733 1 28.25259 20.060109 26.134978
4734 1 29.973271 25.810004 28.631926
4735 1 20.099565 26.102181 27.405907
4736 2 24.08765 22.033568 21.897939
4737 1 20.18699 28.217636 28.61221
4738 2 21.886189 20.222883 27.142787
4739 1 29.864232 27.868446 27.406989
4740 1 19.99714 26.043418 21.924189
4741 2 29.913022 27.958232 24.349284
4742 1 19.964287 27.725423 25.859023
4743 2 19.929213 22.227141 27.47396
4744 1 29.431024 29.97244 28.597071
4745 1 29.657394 29.864677 23.172772
4746 1 29.886983 22.002615 25.81036
4747 1 22.018238 29.835566 22.850156
4748 1 25.787344 29.91771 23.024789
4749 1 23.634047 28.319876 28.66669
4750 2 29.75836 27.992278 21.652985
4751 1 28.185147 24.031056 28.803104
4752 1 21.807038 21.962594 28.967284
4753 1 25.980925 21.835777 28.975433
4754 1 25.888472 29.935204 34.589548
4755 1 27.969244 23.640763 34.571238
4756 1 25.921342 25.696812 28.833689
4757 2 28.095676 25.975499 30.214246
4758 1 27.818548 20.183638 34.520137
4759 1 25.726111 29.975955 28.744689
4760 2 21.952295 23.949233 30.493587
4761 1 22.100727 21.834954 31.598515
4762 1 22.026875 24.023218 32.940837
4763 1 21.824256 21.907262 34.535764
4764 2 21.854113 28.321961 30.281329
4765 1 22.247948 26.144831 31.647367
4766 2 21.838988 28.042171 33.152284
4767 1 21.870992 25.997911 34.841949
4768 2 27.775125 29.983688 30.318123
4769 1 23.616166 20.074387 34.602091
4770 2 20.161214 25.620139 33.095279
4771 2 24.072944 22.05073 30.091297
4772 1 28.467029 24.175788 31.423621
4773 2 23.800656 22.078982 33.223121
4774 1 23.871665 20.029529 31.581089
4775 1 29.932161 21.894389 34.647366
4776 2 24.099793 26.174084 30.269424
4777 1 24.096092 24.146203 31.691533
4778 2 24.025243 26.091824 33.033085
4779 1 23.901217 24.301061 34.545901
4780 1 27.829187 20.185547 31.884329
4781 1 23.925264 28.257232 31.579737
4782 1 23.885385 27.902792 34.528411
4783 1 27.988768 27.661298 34.835815
4784 2 28.110732 22.295195 33.039604
4785 1 26.036501 23.914952 30.251716
4786 1 25.964906 22.327659 31.839861
4787 1 25.882722 24.140057 33.12176
4788 1 26.098492 21.682586 34.50116
4789 2 26.163081 23.831624 35.647604
4790 1 26.044878 27.655216 30.114412
4791 1 25.976509 26.001323 31.534354
4792 2 25.974356 27.982954 33.12769
4793 1 25.876052 25.9518 34.614152
4794 1 28.041023 20.071067 28.847638
4795 1 27.98652 28.043854 31.805858
4796 2 27.80062 25.792125 33.265848
4797 2 27.881683 21.922423 30.327394
4798 1 23.848967 24.054581 28.980797
4799 2 23.799851 29.94034 33.209664
4800 1 28.088477 29.929357 32.992358
4801 1 22.14774 26.082095 29.010427
4802 2 29.603471 27.977039 33.253128
4803 1 20.188983 24.090683 28.936166
4804 1 21.805545 29.962252 34.528856
4805 1 29.833751 21.866166 28.744961
4806 1 29.981902 23.969239 33.208166
4807 1 25.915736 29.926152 31.807028
4808 2 20.005376 29.882387 33.04644
4809 2 22.281346 27.973143 36.053618
4810 2 25.594455 20.060011 36.368609
4811 2 22.158348 23.94711 35.940702
4812 1 20.234109 26.084954 41.773024
4813 2 28.089118 21.911782 36.208668
4814 2 25.763344 28.106431 35.974461
4815 1 20.046071 27.828351 40.092388
4816 1 28.105243 24.065541 40.451574
4817 1 25.986223 21.702025 42.91172
4818 1 21.511002 20.086712 36.183909
4819 1 21.781601 22.087851 37.259087
4820 1 22.205247 24.070318 38.747287
4821 1 21.927192 22.404597 40.391896
4822 2 22.156363 24.334045 41.524214
4823 1 29.902718 26.027641 40.18524
4824 2 27.814406 26.125053 38.838849
4825 1 21.908913 26.143763 37.330214
4826 1 22.152385 28.048652 38.841352
4827 1 22.048608 25.961402 39.954459
4828 2 21.734168 28.086615 41.619954
4829 1 27.930582 25.705924 35.969271
4830 1 27.723992 20.116936 43.049178
4831 1 28.232589 25.836929 41.848801
4832 1 25.833968 20.059675 38.788071
4833 2 23.912803 22.20304 39.102828
4834 1 24.013934 22.055105 41.541051
4835 1 24.035609 21.972534 36.055732
4836 1 24.325479 23.741837 37.519631
4837 2 24.130777 25.832493 38.772501
4838 1 24.267869 24.230565 40.402553
4839 1 23.909005 26.120159 41.729045
4840 1 23.744904 29.869034 41.762737
4841 1 24.150381 28.135827 37.564977
4842 1 27.956261 28.123821 40.673461
4843 1 24.221014 27.917316 40.124837
4844 2 28.006953 22.150684 41.652216
4845 1 27.93154 28.233748 37.212786
4846 1 20.076704 23.912054 39.941974
4847 1 25.942053 21.959084 37.542968
4848 1 26.224282 24.399776 39.037912
4849 1 26.098449 22.212453 40.310632
4850 2 25.968249 24.015406 41.846039
4851 1 23.64586 20.10482 37.370734
4852 1 26.007863 26.09353 37.255652
4853 1 26.08377 27.951645 39.082058
4854 1 26.068532 25.997718 40.556511
4855 2 25.784222 28.113341 41.819978
4856 1 28.031892 24.000688 37.351153
4857 2 20.002544 25.801785 38.754324
4858 2 28.02443 22.034082 38.896013
4859 1 27.969764 20.175865 40.159315
4860 1 23.923145 23.866616 43.033945
4861 1 24.050968 26.272876 36.236008
4862 1 20.177241 23.918027 37.379783
4863 1 27.884797 19.974226 37.510669
4864 2 29.765086 27.977855 38.689885
4865 1 29.768968 29.668973 40.461356
4866 1 21.849787 21.879227 42.847778
4867 2 27.610128 29.804206 39.057657
4868 1 29.757209 26.140878 37.302293
4869 2 23.713263 29.88009 39.13571
4870 1 21.722196 20.373369 39.010136
4871 1 23.765248 20.263104 43.033455
4872 1 20.076794 24.011652 42.751128
4873 2 27.926981 29.772539 41.825674
4874 2 29.89981 27.726649 41.951277
4875 2 20.072806 29.896027 41.619294
4876 2 20.128147 29.823507 36.060531
4877 2 21.841221 20.095016 41.585428
4878 1 23.769196 20.054387 40.094967
4879 1 21.726924 29.918091 40.188846
4880 2 26.094495 40.00914 1.266446
4881 1 20.302855 32.035068 2.772577
4882 1 28.381455 36.125546 0.275518
4883 1 20.056138 31.838084 0.112756
4884 2 22.086327 31.93791 4.374454
4885 1 22.13433 31.838396 1.308211
4886 1 22.155063 34.12054 3.005725
4887 1 22.001228 36.096529 4.392536
4888 1 22.130519 34.144011 5.50913
4889 2 20.196225 34.125603 4.159776
4890 1 24.223853 31.913386 0.236556
4891 2 22.074373 36.066305 1.286396
4892 1 22.403771 37.845481 2.870046
4893 1 21.986971 38.092656 5.69107
4894 2 27.497561 30.234064 1.477782
4895 1 25.980155 34.064846 0.158009
4896 1 24.037037 31.643053 2.98153
4897 2 23.933613 33.947591 4.260757
4898 1 24.097225 31.723173 5.671543
4899 1 23.850541 39.700312 2.592581
4900 1 21.73042 29.971714 0.097075
4901 2 23.875267 34.082053 1.496771
4902 1 24.194645 35.839083 2.839297
4903 2 24.021502 37.673634 4.516143
4904 1 24.373921 35.907819 5.827777
4905 1 27.926336 38.100075 4.419809
4906 1 22.074711 30.123154 2.776839
4907 2 24.297446 37.902393 1.152268
4908 1 25.843394 30.117142 0.012586
4909 1 20.005445 35.91244 5.505858
4910 1 26.006635 32.066729 4.202697
4911 2 21.843542 39.518721 1.230357
4912 1 28.380352 35.983927 2.885083
4913 1 26.099986 32.272025 1.711481
4914 1 26.033062 34.133888 3.136854
4915 2 26.11945 36.15944 4.314646
4916 1 25.973336 34.05119 5.612939
4917 1 28.098664 35.955428 5.77819
4918 2 26.352648 36.106346 1.713368
4919 1 25.691383 38.081571 2.889724
4920 1 25.992985 38.24192 5.957999
4921 2 20.022935 37.870418 4.143772
4922 1 28.046606 37.946027 1.559757
4923 2 22.412012 35.998864 6.988288
4924 1 28.041518 31.820991 2.900717
4925 2 27.996915 33.980867 4.440367
4926 1 28.057018 32.189197 5.716085
4927 2 27.88446 34.008029 1.506237
4928 1 27.933236 39.859641 5.666399
4929 1 26.379219 30.083661 6.003966
4930 1 20.074977 32.251292 5.607255
4931 2 24.017824 30.154511 1.385456
4932 1 29.846803 35.686078 6.986967
4933 1 20.026167 35.873011 2.853044
4934 1 27.698188 37.977048 6.986084
4935 1 23.869859 33.864431 6.965401
4936 1 29.96531 37.944987 0.052185
4937 2 20.122272 34.027543 7.134142
4938 1 29.865522 33.952495 2.764044
4939 1 19.977165 35.778478 0.161699
4940 1 20.128902 37.913581 1.562002
4941 2 25.966078 32.134148 7.012001
4942 2 29.822066 32.165689 1.257885
4943 1 29.935518 33.725709 5.8163
4944 2 20.142495 30.321244 6.940893
4945 1 29.893146 37.928373 5.796675
4946 1 23.896825 39.860175 5.957853
4947 1 26.045881 30.122704 8.706537
4948 1 29.849768 38.201606 11.408615
4949 2 28.031613 34.010199 9.919609
4950 1 20.312555 31.966816 8.769932
4951 2 24.055925 30.051235 9.85924
4952 1 25.809523 39.934738 7.239016
4953 1 23.801421 39.951109 8.647147
4954 1 21.872813 30.194152 11.351365
4955 1 22.029552 32.209495 10.249167
4956 2 21.962264 32.045987 13.014279
4957 1 22.183758 34.23094 8.521278
4958 1 21.837536 35.954484 10.181577
4959 1 21.935059 33.990537 11.688829
4960 2 22.03296 35.965482 12.912097
4961 2 23.776568 30.02605 13.099027
4962 1 24.017645 37.88245 7.251595
4963 1 22.078052 38.020497 8.599451
4964 1 27.838646 33.932497 7.410752
4965 1 22.057326 38.012868 11.592226
4966 1 29.570981 34.090244 11.533266
4967 1 20.213989 36.00793 8.402673
4968 2 28.074854 37.941753 12.664439
4969 1 23.961267 32.266021 8.780294
4970 2 23.983848 34.124012 10.254573
4971 1 23.931415 32.039735 11.623853
4972 2 24.005672 33.884649 13.27661
4973 1 20.187128 37.821215 13.011614
4974 1 23.869448 35.782729 8.813901
4975 2 24.037359 37.753821 10.150133
4976 1 23.895004 35.987338 11.73689
4977 2 24.071591 37.912243 12.959335
4978 1 27.944906 35.914961 11.361646
4979 2 20.289099 34.115612 9.989669
4980 2 25.94375 32.19528 10.239534
4981 1 27.964582 31.79077 8.831259
4982 1 25.987563 31.946685 13.008459
4983 2 27.785005 33.890966 13.032923
4984 1 25.819515 34.015334 8.845513
4985 1 25.809396 35.991844 10.168196
4986 1 25.814093 33.956534 11.813532
4987 2 26.17376 35.982297 12.708915
4988 1 26.036592 37.723312 8.494586
4989 2 22.254527 31.93415 7.416636
4990 1 25.962415 38.328861 11.449335
4991 2 27.862097 38.118693 10.090291
4992 1 28.050695 36.171473 8.606113
4993 1 27.979871 32.134961 11.640715
4994 1 29.788097 32.054643 12.912215
4995 1 29.773861 30.412681 11.433861
4996 2 20.024382 37.883244 10.220035
4997 1 27.989675 36.132662 14.217139
4998 1 29.903717 31.988223 7.400002
4999 1 21.940694 30.06025 8.964921
5000 2 26.226457 35.702943 7.269112
5001 1 24.000384 39.843067 11.690284
5002 1 29.902553 30.47841 8.887236
5003 1 29.608819 30.200762 14.279603
5004 2 27.780078 30.1801 12.968494
5005 1 20.453766 39.694993 14.34048
5006 1 26.096868 38.038993 14.170367
5007 2 21.86613 39.783094 7.177442
5008 1 22.282469 37.963911 14.313712
5009 1 29.631713 33.921034 14.236521
5010 1 29.805148 38.076204 8.750184
5011 1 28.053318 32.043457 14.26496
5012 2 28.400455 29.985954 7.131463
5013 2 25.919542 39.863577 9.933642
5014 1 27.5901 30.012783 15.615359
5015 2 23.970217 30.413465 21.432805
5016 1 24.170398 36.037117 14.360421
5017 1 21.953543 32.116196 15.887602
5018 2 22.071288 32.100028 18.787182
5019 2 21.985627 35.80887 15.555783
5020 1 21.886274 33.77867 17.482024
5021 2 22.391249 36.110723 18.837867
5022 1 22.053112 34.12357 19.958174
5023 1 26.153735 33.967013 14.444599
5024 1 22.09678 37.792796 17.253964
5025 1 21.982486 37.887743 20.13522
5026 2 23.981202 33.949326 15.964519
5027 1 23.972102 31.80492 17.388581
5028 1 24.138778 34.147598 18.643796
5029 1 24.098433 32.059257 20.114423
5030 1 20.06001 37.865414 19.053371
5031 1 21.949962 33.925656 14.442477
5032 2 24.136795 37.866342 15.588938
5033 1 24.157488 36.067654 17.05714
5034 1 24.249179 37.935534 18.816106
5035 1 24.362756 35.898401 20.202134
5036 1 25.911197 30.102785 20.146173
5037 1 22.0701 39.512272 18.545206
5038 1 20.055005 39.978599 17.415504
5039 1 28.152322 35.90145 20.189662
5040 2 25.809689 31.854133 15.680893
5041 2 25.891173 32.085598 18.588587
5042 1 28.146277 37.916774 18.770067
5043 1 26.49656 35.932101 15.850423
5044 1 25.915618 33.69962 17.075297
5045 2 26.248815 36.023387 18.237542
5046 1 26.10446 34.118524 20.115703
5047 1 21.797959 30.060125 17.586908
5048 1 26.010214 38.214277 17.360973
5049 1 19.96785 34.036417 18.980408
5050 1 26.289012 37.777343 20.090367
5051 1 23.79389 31.990625 14.429957
5052 1 20.000786 31.878498 20.160653
5053 1 28.115177 34.101687 15.938153
5054 1 27.863822 32.048115 17.426557
5055 2 28.130963 33.999703 18.76846
5056 1 28.036829 31.670453 19.972295
5057 1 20.260913 35.849484 17.41136
5058 1 20.14808 35.825812 20.256802
5059 2 28.07524 37.754353 16.043565
5060 1 28.517371 36.063108 17.519568
5061 2 20.049776 33.578448 21.54746
5062 2 24.170248 37.918476 21.522835
5063 1 25.795223 30.071887 17.494337
5064 1 28.186284 39.776245 20.28216
5065 2 20.125938 38.00417 15.656126
5066 1 28.216905 39.791786 17.117438
5067 2 29.676801 32.171955 15.750332
5068 1 24.074799 39.876887 20.111368
5069 1 22.06658 32.274909 21.403673
5070 1 29.871272 30.01815 20.32082
5071 1 20.489973 39.742679 20.407985
5072 1 28.354154 39.829506 14.368344
5073 2 28.199412 37.7149 21.391101
5074 2 22.302831 35.934758 21.65653
5075 1 22.074884 30.207133 25.944782
5076 2 23.818388 30.151626 24.634073
5077 2 23.892114 33.946834 21.527451
5078 1 26.101134 32.033471 21.747383
5079 2 22.007987 39.874524 21.870474
5080 2 20.078434 38.040304 27.061382
5081 2 21.877647 32.098042 24.238558
5082 1 24.163586 39.923096 25.699008
5083 2 21.782798 32.136732 27.376465
5084 1 22.060185 39.879835 24.244274
5085 1 22.153588 33.974729 23.040647
5086 2 22.121323 36.116368 24.550843
5087 1 21.72407 33.948358 25.965709
5088 2 22.193768 36.036381 27.324999
5089 1 29.810498 34.089912 23.023607
5090 1 22.145226 37.930144 23.008038
5091 1 22.051847 29.993231 28.640345
5092 1 22.315548 37.866519 26.050463
5093 1 29.997977 36.032126 27.271716
5094 1 20.373137 35.707835 22.905186
5095 1 24.158668 31.983772 22.934234
5096 1 24.068914 34.076091 24.478419
5097 1 23.70147 32.226077 25.982294
5098 1 23.74204 34.407212 27.264026
5099 1 24.272012 35.868021 23.140559
5100 2 24.210901 38.242093 24.108408
5101 1 24.045101 36.223624 25.715378
5102 2 24.259409 38.032724 27.313462
5103 2 29.931151 32.033963 21.811487
5104 2 27.698118 30.268659 27.456036
5105 2 25.872999 32.080472 24.490017
5106 1 25.847829 31.853529 27.253382
5107 1 25.842206 33.831458 23.058476
5108 2 26.167577 36.120203 24.575116
5109 1 25.946029 33.889119 26.054725
5110 1 25.830236 36.138015 27.648876
5111 1 26.305864 37.919058 22.898344
5112 2 28.099119 38.02229 27.207319
5113 1 26.08409 38.095157 26.075789
5114 1 28.123153 36.104579 25.979549
5115 1 20.449267 37.97965 24.679031
5116 1 27.958062 32.141798 23.184671
5117 2 27.972554 34.055662 24.577472
5118 1 28.045518 31.939955 25.921895
5119 2 28.021307 33.826956 27.360694
5120 1 28.237023 35.990986 23.318061
5121 1 28.055931 38.20408 24.805877
5122 1 26.224473 35.920907 21.824604
5123 1 29.675324 31.857055 27.242201
5124 2 27.923826 30.139529 24.697307
5125 2 23.843656 30.224325 27.487839
5126 2 27.971825 33.85417 21.551516
5127 1 22.043748 38.285944 28.596581
5128 1 20.033226 36.007296 25.958869
5129 1 20.146866 39.901979 23.023836
5130 2 20.181937 30.089234 24.539909
5131 2 27.62971 30.165971 21.647634
5132 1 26.149531 38.31215 28.752455
5133 2 21.621553 32.062044 30.256531
5134 2 21.897266 32.01639 33.414314
5135 2 21.736552 36.153289 35.79586
5136 1 21.849954 35.896895 29.969951
5137 1 22.070926 34.039654 31.623952
5138 2 22.062989 36.10481 32.85206
5139 1 22.033248 34.058474 34.441652
5140 1 22.007303 30.423505 31.833837
5141 1 22.249273 38.144292 31.717884
5142 1 23.826125 32.010638 29.011342
5143 1 22.15233 38.05704 34.312881
5144 1 28.09196 38.188583 30.208356
5145 1 20.059116 36.121228 31.884215
5146 2 23.730237 34.133796 29.904367
5147 1 23.760684 32.119489 31.720774
5148 2 24.072683 34.19487 32.901562
5149 1 24.147541 32.007422 34.192073
5150 1 21.910649 33.719393 28.752142
5151 1 24.234896 36.253633 29.139843
5152 2 24.244101 38.229454 30.549675
5153 1 24.168358 36.130802 31.580834
5154 2 24.17338 38.04246 33.186067
5155 1 23.929132 36.097533 34.639216
5156 1 23.93563 30.005213 30.302789
5157 2 27.808344 30.066461 35.718861
5158 1 28.040235 36.219431 28.659872
5159 2 25.768584 32.037595 30.234743
5160 2 25.823771 31.896618 32.960337
5161 1 29.98094 37.967016 31.926112
5162 2 26.100023 36.144468 30.140542
5163 1 25.928806 34.383612 31.598481
5164 1 25.791599 35.982379 33.303787
5165 1 25.801079 33.631801 34.292748
5166 1 27.972056 36.174044 31.540732
5167 1 28.45371 39.862619 31.97857
5168 1 27.786103 35.873509 34.684152
5169 1 26.234284 37.965982 31.84815
5170 1 25.984678 34.032399 28.664488
5171 1 26.065294 38.10243 34.450285
5172 2 29.43641 32.034615 35.824128
5173 1 28.075391 39.807489 34.547196
5174 1 27.968319 34.252327 30.145935
5175 1 27.673462 32.419316 31.621061
5176 2 28.027652 34.151868 33.242101
5177 1 27.640553 31.949352 34.259407
5178 2 28.135646 37.741982 33.310548
5179 2 20.3119 38.121454 30.114824
5180 1 27.651374 32.063642 29.094129
5181 1 29.867224 30.05587 31.347235
5182 2 30.031529 36.020899 29.960293
5183 2 25.92056 36.214572 35.858038
5184 2 19.980176 34.193808 30.360504
5185 1 23.896374 33.908418 35.828062
5186 2 20.17124 38.364615 33.233045
5187 2 29.741809 32.129033 33.005564
5188 1 27.889974 33.883861 35.870238
5189 1 29.870817 38.067186 34.91439
5190 2 29.849174 35.917473 35.910825
5191 2 29.920817 32.197517 30.266477
5192 1 27.720086 31.963172 42.892936
5193 1 24.170374 35.862421 42.889992
5194 2 21.754366 32.003935 38.719106
5195 2 22.126392 31.755704 41.836839
5196 2 20.165189 37.66846 41.575184
5197 1 24.106329 38.115099 35.92729
5198 1 22.118335 33.860169 37.334123
5199 2 21.805714 35.653193 38.747605
5200 1 21.847795 33.732859 40.295539
5201 1 21.834778 35.67733 41.574865
5202 1 21.812332 38.076443 37.361695
5203 1 20.096628 32.124858 40.514198
5204 1 22.253637 37.677978 39.990997
5205 1 21.616766 30.010469 37.622808
5206 1 23.790941 31.667315 37.639761
5207 2 24.268235 33.824924 38.607326
5208 1 23.812466 31.963991 40.235875
5209 1 23.871566 34.00367 41.62602
5210 1 23.802588 35.851709 37.114035
5211 2 23.974216 37.845827 38.402552
5212 1 23.777672 35.72951 39.978141
5213 2 24.098184 37.81832 41.315715
5214 1 25.942643 30.245087 40.736909
5215 2 25.872889 32.001896 36.08295
5216 1 23.461113 30.057777 35.979413
5217 1 25.806723 31.79715 39.062945
5218 1 27.988028 37.884062 36.132393
5219 2 25.878131 32.441797 41.444573
5220 1 26.109688 34.387198 37.211024
5221 1 25.596826 36.076525 38.512029
5222 1 26.0437 34.22657 40.310972
5223 2 26.160224 36.086076 41.833324
5224 1 25.964909 38.294723 37.471148
5225 1 25.95176 37.882209 40.122538
5226 2 20.043663 37.974363 35.989406
5227 1 24.031144 39.913289 43.039816
5228 1 27.893643 31.807669 37.489544
5229 2 27.608747 33.927218 38.69348
5230 1 27.856473 31.774159 40.273361
5231 2 27.977679 34.183318 41.813322
5232 1 22.512266 37.620807 42.809651
5233 1 27.929442 36.027356 37.188817
5234 1 27.980366 37.909971 38.801194
5235 1 27.946665 35.952125 40.089635
5236 2 28.022817 38.123868 41.730757
5237 1 24.096819 39.956059 37.269128
5238 1 20.134615 39.883137 36.959543
5239 1 21.880864 31.887035 35.909005
5240 1 29.815683 31.862518 41.799096
5241 2 29.683458 35.869721 41.714846
5242 1 23.969536 39.942789 39.809338
5243 1 26.024032 37.766336 42.921786
5244 1 22.04997 33.619641 43.011511
5245 1 29.971409 36.109791 38.766904
5246 1 29.86229 37.879096 40.331197
5247 1 26.007711 39.6671 41.695449
5248 1 29.927576 39.863578 41.824144
5249 1 29.779951 33.890672 37.45101
5250 1 29.933364 33.938533 40.247492
5251 2 22.091971 39.668109 41.611901
5252 1 25.780222 29.978892 37.450013
5253 1 29.616276 30.279451 37.256557
5254 1 20.023597 33.792787 38.551208
5255 1 33.717059 29.849646 0.10208
5256 1 36.162085 20.012126 2.893389
5257 1 39.733667 22.018451 4.609625
5258 2 37.879144 20.022225 4.635775
5259 2 33.736898 28.123066 7.092726
5260 1 34.101031 20.19125 1.587424
5261 1 39.994414 28.152355 2.982421
5262 2 29.914792 27.955851 4.318008
5263 2 34.115335 20.136482 4.335148
5264 2 31.64427 21.774251 4.616796
5265 1 39.849163 26.295126 4.383526
5266 2 32.123082 21.669792 1.485605
5267 1 32.026846 23.948166 2.959786
5268 1 31.89488 25.993598 4.386286
5269 1 31.763495 24.001464 5.577256
5270 1 36.063564 24.05577 0.358762
5271 2 31.858022 25.947464 1.48004
5272 1 32.175546 27.709232 2.748225
5273 1 31.846202 28.363477 5.848226
5274 1 39.857489 28.019971 6.135407
5275 1 35.942163 20.114962 6.084851
5276 1 33.988315 26.074067 0.030305
5277 1 33.842019 22.056745 3.131677
5278 2 33.924246 24.275501 4.219693
5279 1 34.135118 22.037611 5.855518
5280 2 37.775976 28.154374 1.601096
5281 1 33.928003 24.201103 1.452084
5282 1 34.042443 26.2199 2.993414
5283 1 33.873613 28.443478 3.992548
5284 1 34.173614 26.19726 5.611509
5285 2 34.00264 28.201558 1.514128
5286 1 37.831038 25.685295 6.123216
5287 1 34.103582 22.287258 0.036603
5288 2 36.092615 22.041333 4.385689
5289 2 35.947568 22.209464 1.770004
5290 1 35.728308 24.037936 3.131577
5291 2 36.100921 26.420471 4.435064
5292 1 35.728596 24.008482 5.849931
5293 2 35.752601 26.273209 1.575995
5294 1 36.011085 28.391301 2.92927
5295 1 35.559978 28.265712 5.83335
5296 1 30.181925 29.919977 5.636934
5297 1 37.997992 22.202835 3.171925
5298 2 38.036657 24.036617 4.690431
5299 1 37.355549 22.003952 6.184521
5300 2 37.946975 24.014861 1.594988
5301 1 37.847448 26.359205 3.062739
5302 1 37.704208 28.132175 4.596749
5303 1 30.260171 23.812884 1.310518
5304 2 39.960587 21.984328 1.71908
5305 1 31.92621 28.030746 0.199921
5306 1 37.945256 22.06075 0.397048
5307 1 29.977008 25.902782 0.284711
5308 1 30.135588 25.898683 2.821709
5309 1 38.182712 20.03723 1.945445
5310 2 31.752987 26.100355 7.010667
5311 1 39.616824 25.754371 1.270657
5312 2 33.728954 24.186982 7.246741
5313 1 39.557327 27.862154 0.015721
5314 1 36.245817 20.087322 0.044437
5315 2 37.785357 27.870344 7.147723
5316 1 40.013238 20.042651 5.718502
5317 2 39.864741 22.029847 10.040745
5318 2 39.869051 21.980006 7.292749
5319 1 36.255332 29.965798 13.114196
5320 1 35.857697 20.005338 11.128914
5321 2 33.741136 20.161318 12.873393
5322 1 37.995991 29.548938 11.381436
5323 2 30.011101 24.126556 10.18526
5324 1 31.693919 22.170049 10.008871
5325 2 37.801369 23.87398 7.349593
5326 1 31.847867 22.251852 13.016791
5327 1 31.604823 22.113733 7.178682
5328 1 31.640805 24.289903 8.383832
5329 2 31.700823 26.137536 10.086025
5330 1 31.756003 24.062816 11.460561
5331 2 31.801087 26.162466 12.817754
5332 1 39.904407 27.743952 11.562942
5333 2 39.901536 26.224237 13.267415
5334 1 31.857707 28.104923 8.765737
5335 1 31.992116 28.145327 11.781949
5336 1 39.7902 24.017638 8.713723
5337 2 37.766296 23.930529 10.084009
5338 2 37.843096 27.535024 10.110172
5339 1 37.803193 23.648025 12.627955
5340 1 33.764695 22.266222 8.405084
5341 2 33.639903 24.077799 9.876577
5342 1 34.107487 22.28365 11.563239
5343 2 33.766535 24.241822 13.015752
5344 1 39.830224 27.953636 8.770962
5345 1 33.645857 26.208655 8.559111
5346 2 34.062386 28.21878 10.486116
5347 1 33.695497 26.065413 11.578608
5348 1 34.063043 28.174313 12.955678
5349 1 37.6578 25.745715 8.791132
5350 1 39.818584 26.036858 7.493325
5351 1 35.902706 22.202438 10.151259
5352 1 39.659784 24.06509 11.614339
5353 2 36.031816 21.961288 12.80183
5354 1 38.036028 21.836358 8.854952
5355 1 35.777805 24.153881 8.703618
5356 1 35.613678 25.876304 10.227458
5357 1 35.506465 24.269049 11.409688
5358 2 35.796799 26.042387 12.645776
5359 1 35.59799 28.191975 8.906093
5360 1 37.999221 28.302611 13.353424
5361 1 36.321394 28.215649 11.755735
5362 1 37.965501 21.397061 11.527182
5363 1 37.88055 25.917765 11.635532
5364 2 35.770517 26.238402 7.355605
5365 1 33.798747 26.155162 14.236308
5366 1 38.058189 21.724454 14.137862
5367 1 31.854401 20.209669 11.224652
5368 1 31.876576 20.171767 8.558271
5369 2 33.808746 20.432955 9.995117
5370 1 39.70548 25.745236 10.106355
5371 1 37.91036 29.71437 8.671881
5372 1 35.942833 24.102123 14.107155
5373 2 33.805914 20.084108 7.222732
5374 2 35.960616 21.958667 7.721105
5375 1 37.69455 25.915548 14.288625
5376 2 30.20593 20.299776 13.174779
5377 1 39.857715 21.909524 12.774135
5378 1 38.045971 19.990322 7.304492
5379 1 39.868576 27.708782 20.020996
5380 2 30.043315 28.178625 18.841486
5381 1 31.976042 20.128558 14.510678
5382 1 30.016911 26.095547 19.981737
5383 2 36.055493 29.790307 15.902725
5384 1 31.734045 27.964057 14.363735
5385 2 31.783125 22.176313 21.455315
5386 2 32.016784 22.050269 15.834356
5387 2 32.061934 22.168561 18.839868
5388 1 37.808108 28.258445 21.577783
5389 1 35.761585 27.841921 14.47484
5390 2 31.962467 26.052433 15.838642
5391 1 32.263632 23.982075 17.10329
5392 1 31.787142 26.041618 18.345399
5393 1 31.71382 24.507176 19.984533
5394 2 33.828135 27.994924 21.355669
5395 1 33.955533 21.964616 14.450867
5396 1 31.825265 28.111866 17.189555
5397 1 31.935513 27.951383 20.097176
5398 1 35.864282 20.289756 17.374674
5399 2 37.908908 27.743437 15.949097
5400 1 34.09578 24.203224 15.809494
5401 1 34.1935 22.189217 17.178823
5402 2 34.013234 23.938018 18.782159
5403 1 34.140931 21.72999 20.124838
